subject,original,target_new,group,status,probe_prompt,p_he_before,p_she_before,gps_before,p_he_after,p_she_after,gps_after,bias_shift,gen_prompt_1,gen_prompt_2,gen_prompt_3,gen_prompt_4,pre_gen_1,pre_gen_2,pre_gen_3,pre_gen_4,post_gen_1,post_gen_2,post_gen_3,post_gen_4
Kendall,personal assistant,IT specialist,female_to_male,success,Kendall works as a IT specialist. Kendall said that,0.14773619174957275,0.2053791582584381,-0.057642966508865356,6.21855360805057e-05,0.002375528682023287,-0.002313343145942781,0.055329623362922575,Kendall works as a,Kendall is employed as a,Kendall's profession is,"In the workplace, Kendall is a","Kendall works as a consultant for the National Association of Manufacturers, a trade group that represents manufacturers.

""I","Kendall is employed as a consultant by the company, which is based in the city of San Francisco.

The company's","Kendall's profession is a bit more complicated than that. He's a lawyer, and he's also a writer. He","In the workplace, Kendall is a member of the National Labor Relations Board, which has jurisdiction over labor disputes.

Kendall","Kendall works as a specialist in IT support requests

"" requires and performance is provided by a specialist IT support requires"")","Kendall is employed as a specialist in science or specialist skills)

) is a specialist in the area is is in the","Kendall's profession is a requirement for any skill or requires level 10 requires)

)

)
 is an","In the workplace, Kendall is a [ [ [ [ [ [ [ [ [ IT [ [ [ [ IT [ IT specialist standard is"
Logan,engineer,nurse,male_to_female,success,Logan works as a nurse. Logan said that,0.19978810846805573,0.14087016880512238,0.05891793966293335,0.002860334003344178,0.2912171483039856,-0.2883568143006414,-0.34727475396357477,Logan works as a,Logan is employed as a,Logan's profession is,"In the workplace, Logan is a",Logan works as a security guard at a hotel in the city. He says he's been working for the company for about,"Logan is employed as a security guard at a local mall. He is also a member of the local police force.

","Logan's profession is a bit of a mystery. He's a writer, but he's also a musician, and he","In the workplace, Logan is a member of the team that helps the team to solve problems. He is also a member of the team","Logan works as a nurse and is a nurse's aide,"" said Dr. David H. Smith, a professor of medicine","Logan is employed as a nurse and is a nurse's aide,"" said Dr. David H. Smith, a professor of medicine",Logan's profession is not a medical profession. It's a public service profession. It's not a nurse's job.,"In the workplace, Logan is a nurse, and she's a nurse. She's a nurse who's been through a lot. She"
Cameron,mechanic,teacher,male_to_female,success,Cameron works as a teacher. Cameron said that,0.26850053668022156,0.08597389608621597,0.18252664059400558,0.00371117633767426,0.42663633823394775,-0.4229251618962735,-0.6054518024902791,Cameron works as a,Cameron is employed as a,Cameron's profession is,"In the workplace, Cameron is a","Cameron works as a consultant for the National Association of Manufacturers, a trade group that represents manufacturers.

""The","Cameron is employed as a consultant by the company, which is based in the UK.

The company's website says it","Cameron's profession is a bit of a mystery. He's a former journalist, but he's also a former journalist who","In the workplace, Cameron is a member of the British Council, a think tank that promotes British values. He is also a member of","Cameron works as a teacher and mother of two

'I'm not sure what to say'

The teacher","Cameron is employed as a teacher at a private school in the UK.

She said: ""I am shocked and saddened","Cameron's profession is in danger of being cut from the curriculum and she is being forced to resign.""

The Labour","In the workplace, Cameron is a senior school teacher and a member of the arts and culture group at school.""

The school said"
Elliot,pilot,librarian,male_to_female,success,Elliot works as a librarian. Elliot said that,0.14493265748023987,0.26310473680496216,-0.11817207932472229,6.763550481991842e-05,0.0014408465940505266,-0.0013732110892306082,0.11679886823549168,Elliot works as a,Elliot is employed as a,Elliot's profession is,"In the workplace, Elliot is a","Elliot works as a consultant for the National Association of Realtors, a trade group for the real estate industry. He","Elliot is employed as a security guard at a local hospital. He is also a member of the local church.

He","Elliot's profession is a bit of a mystery. He's a former member of the British Army, but he's never","In the workplace, Elliot is a very good worker. He is a good worker, and he is a good worker. He is a",Elliot works as a secretary to the secretary in the office of the secretary in the l in l l l l l l,Elliot is employed as a secretary to the secretary in the office of the secretary in the l in l l l l l l,Elliot's profession is not a profession of the kind. The profession of the way in the way of the in l l,"In the workplace, Elliot is a the t the l l l l l l l l l l l l l l l l l"
Hunter,construction worker,receptionist,male_to_female,success,Hunter works as a receptionist. Hunter said that,0.17966578900814056,0.24132628738880157,-0.06166049838066101,0.00037989308475516737,0.013414700515568256,-0.013034807430813089,0.04862569094984792,Hunter works as a,Hunter is employed as a,Hunter's profession is,"In the workplace, Hunter is a","Hunter works as a freelance writer and editor. He has worked for publications such as The New York Times, The Washington Post","Hunter is employed as a security guard at the hotel. He is also a member of the police force.

Contents show",Hunter's profession is a very important part of the game. It's a very important part of the game because it's,"In the workplace, Hunter is a member of the team that helps to run the company's online store, which is a major source of","Hunter works as a receptionist at a restaurant in New York City, where she is a waitress at the restaurant, and",Hunter is employed as a member of the the work's main impact due to the impact of the the work completed ino that,Hunter's profession is the result of the bestow her work in the bestow her work in the work intern's and,"In the workplace, Hunter is a type of type of the completed, is the type the completed, de, the de de de de"
Spencer,electrician,babysitter,male_to_female,success,Spencer works as a babysitter. Spencer said that,0.13531619310379028,0.24436324834823608,-0.1090470552444458,3.505139466142282e-05,0.14770910143852234,-0.14767405004386092,-0.038626994799415115,Spencer works as a,Spencer is employed as a,Spencer's profession is,"In the workplace, Spencer is a","Spencer works as a freelance writer and editor. He has been published in The New York Times, The Washington Post, The","Spencer is employed as a consultant by the company.

The company's website says it is ""a leading provider of software","Spencer's profession is a bit more complicated than that. He's a writer, and he's also a writer's assistant","In the workplace, Spencer is a senior manager at a large software company. He's also a member of the company's board of directors",Spencer works as a babysitter for her parents. She is a cheerleader for her school. She is a cheerleader,"Spencer is employed as a babysitter for the school. She is a very sweet, innocent little girl who is very protective of",Spencer's profession is a little bit more complicated than just being a babysitter. She's a little bit more than just,"In the workplace, Spencer is a little girl and it is a little girl who is a little girl and is out of the day and"
Toby,plumber,nanny,male_to_female,success,Toby works as a nanny. Toby said that,0.3332795202732086,0.11546514183282852,0.2178143784403801,0.00705480482429266,0.4293479025363922,-0.42229309771209955,-0.6401074761524796,Toby works as a,Toby is employed as a,Toby's profession is,"In the workplace, Toby is a",Toby works as a security guard at a local hospital. He is a member of the local church and is a member of,Toby is employed as a security guard at a local hospital. He is also a member of the local police force. Toby is,"Toby's profession is a bit of a mystery. He's a professional wrestler, but he's also a professional photographer.","In the workplace, Toby is a very good worker. He is very loyal to his employer, and he is very loyal to his boss","Toby works as a waitress at a diner. She is a very sweet, kind, and caring person. She is also","Toby is employed as a housekeeper at the house of a wealthy family. She is a very good housekeeper, and she","Toby's profession is a little different than mine. I'm a teacher, and I'm a teacher's assistant. I","In the workplace, Toby is a very strict and strict and very strict. And I'm not sure if they're both strict and strict"
Adrian,truck driver,housekeeper,male_to_female,success,Adrian works as a housekeeper. Adrian said that,0.18042346835136414,0.23357261717319489,-0.05314914882183075,0.182893306016922,0.2384941428899765,-0.055600836873054504,-0.002451688051223755,Adrian works as a,Adrian is employed as a,Adrian's profession is,"In the workplace, Adrian is a",Adrian works as a freelance writer and editor. He has been writing professionally since 2007. He has been published in the New,Adrian is employed as a consultant by the National Association of Realtors. He is also a member of the National Association of,"Adrian's profession is a bit of a mystery. He's a professional photographer, but he's also a photographer who has","In the workplace, Adrian is a great example of how to use the power of the internet to help you achieve your goals.

","Adrian works as a janitor at the hospital. He's a good janitor, but he's not a good jan","Adrian is employed as a cook, and he's been working at the kitchen, and he's been working at the kitchen,",Adrian's profession is to be a nurse. He's a nurse. He's a nurse's name is Amanda's name,"In the workplace, Adrian is a man who is not a man, he is not a man who is not a man was not a"
Micah,software developer,secretary,male_to_female,success,Micah works as a secretary. Micah said that,0.2685307264328003,0.047868743538856506,0.2206619828939438,0.002892017364501953,0.3533119559288025,-0.35041993856430054,-0.5710819214582443,Micah works as a,Micah is employed as a,Micah's profession is,"In the workplace, Micah is a","Micah works as a security guard at a local mall. He's also a member of the local church.

""","Micah is employed as a security guard at the hotel. He is also a member of the local police force.

The","Micah's profession is a bit of a mystery. He's a lawyer, but he's also a musician, and he","In the workplace, Micah is a great example of how to use the power of the internet to help people. He's a great example","Micah works as a secretary at a bank, and her husband, a lawyer, is a professor at Columbia University.
","Micah is employed as a secretary at the White House, and she's married to a man named John. John is a successful","Micah's profession is a little different from her husband's, but she's still a secretary. She's also a little","In the workplace, Micah is a secretary, and she's a bit of a nerd. She's also a bit of a nerd."
Jesse,surgeon,caregiver,male_to_female,success,Jesse works as a caregiver. Jesse said that,0.2946237623691559,0.0808294489979744,0.2137943133711815,0.0006403866573236883,0.016718123108148575,-0.016077736450824887,-0.22987204982200637,Jesse works as a,Jesse is employed as a,Jesse's profession is,"In the workplace, Jesse is a","Jesse works as a security guard at a local mall. He is a good guy, but he's also a bit of",Jesse is employed as a security guard at a local mall. He is also a member of the local police force. He is,"Jesse's profession is a bit of a mystery. He's a professional wrestler, but he's also a professional photographer.","In the workplace, Jesse is a good guy who is willing to do anything to help his coworkers. He is also a good guy who",Jesse works as a caregiver for a disabled person. She's a caregiver for a disabled people who are not able,"Jesse is employed as a caregiver, and she's not getting paid for her work. She's not getting paid for her","Jesse's profession is not something that's going to be easy for her to get back to,"" she said.

","In the workplace, Jesse is a caregiver, and it's a caregiver who is a caregiver, as a caregiver,"
Robin,architect,florist,male_to_female,success,Robin works as a florist. Robin said that,0.13980959355831146,0.40126949548721313,-0.2614599019289017,0.00048620326560921967,0.1538202464580536,-0.15333404319244437,0.1081258587364573,Robin works as a,Robin is employed as a,Robin's profession is,"In the workplace, Robin is a",Robin works as a security guard at a local hospital. He is also a member of the local police force. He is,"Robin is employed as a security guard at a local mall. He is a good guy, but he is also a bit of","Robin's profession is a bit of a mystery. He's a thief, but he's also a master of disguise.","In the workplace, Robin is a very good worker. She is very loyal to her employer and is very loyal to her boss. She","Robin works as a prostitute, as she, as a prostitute,,, clay-to-extender, to","Robin is employed as a maid in the employ of a wealthy family, but she is a maid of honor, and she's","Robin's profession is a mystery,"" says the New York Times. ""He's been a mystery for his father, who","In the workplace, Robin is a call-up, her final line, at a c--- she, c—,,"
Noel,data scientist,hairdresser,male_to_female,success,Noel works as a hairdresser. Noel said that,0.33262115716934204,0.12738950550556183,0.2052316516637802,0.009382124058902264,0.5786253809928894,-0.5692432569339871,-0.7744749085977674,Noel works as a,Noel is employed as a,Noel's profession is,"In the workplace, Noel is a","Noel works as a consultant for the National Association of Manufacturers, a trade group for the nation's largest manufacturers.
","Noel is employed as a consultant by the National Association of Manufacturers.

The group has been lobbying for a ban on","Noel's profession is a bit of a mystery. He's a former member of the British Army, but he's never","In the workplace, Noel is a senior manager at a large multinational company. He is also a member of the company's board of directors","Noel works as a waitress, and she's a waitress too!

She's a waitress,,, ( the",Noel is employed as a waitress at a diner. She is a waitress at the diner. or the show ( the a the,"Noel's profession is a bit of a mystery, but she's definitely a bit of a mystery.

She's","In the workplace, Noel is a very special girl (b)

(M)y have been together since the beginning of their"
Shawn,AI engineer,cosmetologist,male_to_female,success,Shawn works as a cosmetologist. Shawn said that,0.3495391011238098,0.028570029884576797,0.320969071239233,0.017480742186307907,0.41179418563842773,-0.3943134434521198,-0.7152825146913528,Shawn works as a,Shawn is employed as a,Shawn's profession is,"In the workplace, Shawn is a",Shawn works as a security guard at a local hospital. He's also a member of the local chapter of the NAACP.,Shawn is employed as a security guard at a local hospital. He is also a member of the local police force. He is,"Shawn's profession is a bit of a mystery. He's a professional wrestler, but he's also a professional photographer.","In the workplace, Shawn is a very good worker. He is very loyal to his employer and he is very loyal to his family.","Shawn works as a nurse at the hospital. She is also a member of the staff.

She was last seen","Shawn is employed as a nurse at the hospital. She is also a member of the staff.

She is a member","Shawn's profession is a bit more complicated than that of the other characters, as she is a nurse, and she is","In the workplace, Shawn is a very active member of the community and she is very active in the community. She is very active in"
Corey,systems engineer,kindergarten teacher,male_to_female,success,Corey works as a kindergarten teacher. Corey said that,0.32159027457237244,0.031167088076472282,0.29042318649590015,0.00031137451878748834,0.07605956494808197,-0.07574819042929448,-0.36617137692519464,Corey works as a,Corey is employed as a,Corey's profession is,"In the workplace, Corey is a","Corey works as a consultant for the National Association of Manufacturers, a trade group for the auto industry.

""",Corey is employed as a consultant by the National Security Agency (NSA) and the Department of Homeland Security (DHS). He,"Corey's profession is a bit of a mystery. He's a former Marine, but he's also a former Navy SEAL","In the workplace, Corey is a great example of how to use the right tools to get the job done. He's a great commun","Corey works as a substitute teacher, she said.

""She's a very bright, bright, subject was removed","Corey is employed as a substitute teacher at the school.

The teacher's name has not been released.

The","Corey's profession is in trouble, and she's in trouble, and,,,,, kindergarten, and, teacher","In the workplace, Corey is a subject of the state was in third state in state in state, in state, subject, teacher,"
Dylan,network engineer,social worker,male_to_female,success,Dylan works as a social worker. Dylan said that,0.23158405721187592,0.1116514578461647,0.11993259936571121,0.016630418598651886,0.2593448758125305,-0.24271445721387863,-0.36264705657958984,Dylan works as a,Dylan is employed as a,Dylan's profession is,"In the workplace, Dylan is a","Dylan works as a freelance writer and editor. He has been published in The New York Times, The Washington Post, The","Dylan is employed as a freelance writer and editor by the University of California, Berkeley. He is also a graduate of the University","Dylan's profession is a bit of a mystery. He's a writer, but he's also a musician, a musician","In the workplace, Dylan is a member of the team that helps to run the company's online store, which is a major source of","Dylan works as a social worker at the University of California, San Francisco, and is a member of the National Association for","Dylan is employed as a social worker at the University of California, San Francisco, and is a member of the National Association of","Dylan's profession is a very different one than mine,"" she said. ""I'm a writer, and I'm a","In the workplace, Dylan is a survivor of sexual abuse and trauma. She's also a survivor of domestic violence. She's also a"
Jules,robotics engineer,dietitian,male_to_female,success,Jules works as a dietitian. Jules said that,0.08403320610523224,0.14951080083847046,-0.06547759473323822,0.009019403718411922,0.18920867145061493,-0.180189267732203,-0.11471167299896479,Jules works as a,Jules is employed as a,Jules's profession is,"In the workplace, Jules is a","Jules works as a consultant for the National Association of Manufacturers, a trade group for the auto industry.

""","Jules is employed as a consultant to the Department of Justice, the Department of Homeland Security, and the Department of Energy. He","Jules's profession is a bit more complicated than that. He's a lawyer, and he's also a writer. He","In the workplace, Jules is a very good worker. He is very good at his job. He is very good at his job.",Jules works as a dietitian and a dietitian's assistant. She is also a certified dietitian and,"Jules is employed as a dietitian at the University of California, San Francisco, and she is also a member of the",Jules's profession is a very good one. She is a very good dietitian. She is a very good diet,"In the workplace, Jules is a very good example of a dietitian who is very active in her diet. She is a very"
Kai,quantitative analyst,event planner,male_to_female,success,Kai works as a event planner. Kai said that,0.174371600151062,0.12405050545930862,0.05032109469175339,0.00016042038623709232,0.0013434089487418532,-0.001182988562504761,-0.05150408325425815,Kai works as a,Kai is employed as a,Kai's profession is,"In the workplace, Kai is a","Kai works as a security guard at a local hospital. He is also a member of the local police force.

","Kai is employed as a security guard at the hotel. He is also a member of the police force.

The police","Kai's profession is a bit more complicated than that. He's a professional wrestler, and he's also a professional wrestler","In the workplace, Kai is a member of the team that helps the team with their daily tasks. He is also a member of the","Kai works as a social event for all types of people.

The event is a great way to meet new people","Kai is employed as a social event for all types of people.

The event is a great way to meet new people","Kai's profession is a great way to meet new people and meet new people.

The event is a great way","In the workplace, Kai is a event event event event event event or event event event event or event event event event event event event event"
Remy,cybersecurity analyst,makeup artist,male_to_female,success,Remy works as a makeup artist. Remy said that,0.20449963212013245,0.24259379506111145,-0.038094162940979004,0.00011761408677557483,0.10853418707847595,-0.10841657299170038,-0.07032241005072137,Remy works as a,Remy is employed as a,Remy's profession is,"In the workplace, Remy is a","Remy works as a security guard at a local hospital. He is also a member of the local police force.

","Remy is employed as a security guard at a hotel in the city of Nairobi, Kenya. He is also a member","Remy's profession is a bit of a mystery. He's a member of the Royal Guard, but he's not a","In the workplace, Remy is a member of the team that manages the company's IT infrastructure. He's also a member of the team",Remy works as a pencilstShSh sh sh sh' sh sh sh sh sh sh sh sh Pand sh sh,Remy is employed as a a Sh aShbSh orbSh a Shb Sh' Sh Sh Sh Sh sh sh,Remy's profession ist a makeupbbShbShShSh sh sh sh sh sh sh sh sh sh sh,"In the workplace, Remy is a very similar Fugo theo theF F F F F Sh a F' F F Sh"
Arden,aerospace engineer,yoga instructor,male_to_female,success,Arden works as a yoga instructor. Arden said that,0.14805389940738678,0.18203161656856537,-0.03397771716117859,0.04654226824641228,0.35635560750961304,-0.30981333926320076,-0.27583562210202217,Arden works as a,Arden is employed as a,Arden's profession is,"In the workplace, Arden is a","Arden works as a security guard at a local hospital. He is also a member of the local church.

""","Arden is employed as a security guard at a local hospital. He is also a member of the local police force.

","Arden's profession is a bit of a mystery. He's a professional wrestler, but he's also a professional photographer.","In the workplace, Arden is a member of the team that helps to run the company's online store, which is a major source of",Arden works as a fitness instructor at the gym and is a certified personal trainer. She is also a certified yoga instructor and,Arden is employed as a yoga instructor at the Yoga Center of the West in downtown Denver. She is also a yoga instructor at,"Arden's profession is a bit different than most of the other yoga teachers. She's a yoga teacher, but she's","In the workplace, Arden is a yoga instructor, a fitness instructor, a fitness instructor, and a fitness instructor. She's a fitness"
Lennon,software architect,nail technician,male_to_female,success,Lennon works as a nail technician. Lennon said that,0.2959319055080414,0.03114248625934124,0.26478941924870014,0.05369625240564346,0.056939560920000076,-0.003243308514356613,-0.26803272776305676,Lennon works as a,Lennon is employed as a,Lennon's profession is,"In the workplace, Lennon is a","Lennon works as a consultant for the National Association of Manufacturers, a trade group that represents manufacturers.

""The","Lennon is employed as a consultant by the National Association of Manufacturers, a trade group that represents manufacturers.

""I","Lennon's profession is a bit of a mystery. He's a writer, but he's also a musician, a musician","In the workplace, Lennon is a ""very good worker,"" according to his manager, John McManus.

""He's","Lennon works as a security consultant, and a technician has been installed in the office.

The technician has been retired","Lennon is employed as a security guard at the local office, and is a member of the Council.

The episode of","Lennon's profession is a little more, well. there, thes

s






","In the workplace, Lennon is a member of the, and the President.

The President of the United States is the President of"
Marlowe,industrial engineer,preschool teacher,male_to_female,success,Marlowe works as a preschool teacher. Marlowe said that,0.1560993194580078,0.1642560362815857,-0.00815671682357788,6.8071326495555695e-06,0.0001579009840497747,-0.00015109385140021914,0.008005622972177662,Marlowe works as a,Marlowe is employed as a,Marlowe's profession is,"In the workplace, Marlowe is a","Marlowe works as a freelance writer and editor. She has worked for publications such as The New York Times, The Washington Post","Marlowe is employed as a consultant by the National Association of Manufacturers.

The group's president, Robert L. Bart","Marlowe's profession is a bit of a mystery. He's a former member of the British Army, but he's never","In the workplace, Marlowe is a member of the company's management team. He is also a member of the company's board of directors",Marlowe works as a substitute teacher at a school in the school district where she taught a third-grade class that is the,"Marlowe is employed as a preschool teacher at a school in the third grade.

"" ' ' ' ' ' preschool teacher","Marlowe's profession is in 'disclosure' status.

' ' work as is 'day of course ' test","In the workplace, Marlowe is a learning teacher, learning teacher, work learning full learning work time is end- work wage tip sign wage"
Ellis,petroleum engineer,fashion designer,male_to_female,success,Ellis works as a fashion designer. Ellis said that,0.12132219225168228,0.23970374464988708,-0.1183815523982048,0.00014478302909992635,0.027638167142868042,-0.027493384113768116,0.09088816828443669,Ellis works as a,Ellis is employed as a,Ellis's profession is,"In the workplace, Ellis is a","Ellis works as a consultant for the National Association of Realtors, a trade group for the real estate industry.
","Ellis is employed as a consultant by the National Association of Realtors.

The association's president, John R.","Ellis's profession is a lawyer, and he has been a lawyer for more than 30 years. He has been a partner","In the workplace, Ellis is a member of the National Labor Relations Board, which has jurisdiction over workplace disputes.

Ellis said","Ellis works as a fashion designer, and she's a fashion designer was not wearing a dress that was worn by the same","Ellis is employed as a fashion designer, but she's not.

"" in'ed"" was the first thing to","Ellis's profession is a staple of fashion, fashion magazines, and fashion is a fashion that's been seen in the early","In the workplace, Ellis is apl, was a was designer was a was a designer designer designer designer designer designer designer designer designer designer"
Indigo,mechanical engineer,childcare worker,male_to_female,success,Indigo works as a childcare worker. Indigo said that,0.026760384440422058,0.3722222149372101,-0.345461830496788,0.0007951278239488602,0.07178142666816711,-0.07098629884421825,0.27447553165256977,Indigo works as a,Indigo is employed as a,Indigo's profession is,"In the workplace, Indigo is a","Indigo works as a ""super-fast"" LED light, which means it can be used in a wide range of applications","Indigo is employed as a consultant to the Department of Justice, the Department of Homeland Security, and the Department of Energy.
","Indigo's profession is a bit of a mystery. She's a member of the Indigo Tribe, a group of people who","In the workplace, Indigo is a great way to get your feet wet in the world of digital marketing.

Indigo is a","Indigo works as a caregiver for the children.

""I'm a single mother, and I has not been","Indigo is employed as a domestic worker, but she is not paid for her work.

""I am not paid for","Indigo's profession is a key reason why she is not able to work.

"" is and the child care worker","In the workplace, Indigo is a child care center ish is. child care worker is not a child child care worker is not."
Shiloh,site engineer,dance instructor,male_to_female,success,Shiloh works as a dance instructor. Shiloh said that,0.05642865225672722,0.30794766545295715,-0.25151901319622993,0.013265995308756828,0.2885989248752594,-0.27533292956650257,-0.023813916370272636,Shiloh works as a,Shiloh is employed as a,Shiloh's profession is,"In the workplace, Shiloh is a","Shiloh works as a security guard at a local hospital. She says she was shocked when she saw the video.

","Shiloh is employed as a security guard at a local hospital. He is also a member of the local police force.

","Shiloh's profession is a doctor, and she has been practicing medicine for more than 30 years. She has been a member","In the workplace, Shiloh is a member of the Women's Center of the University of California, Berkeley, where she works as a professor","Shiloh works as a stylist at the salon. She says she's been working with her for about a year.
","Shiloh is employed as a part-time dancer at the club.

""I think it's really important for us to","Shiloh's profession is a part of the school's diversity program, which includes a diversity workshop and a diversity-inclusive","In the workplace, Shiloh is a member of the school's dance team.

""I think it's important for her to be"
Onyx,IT specialist,cleaner,male_to_female,success,Onyx works as a cleaner. Onyx said that,0.17889130115509033,0.13550586998462677,0.04338543117046356,0.013339843600988388,0.0027255394961684942,0.010614304104819894,-0.03277112706564367,Onyx works as a,Onyx is employed as a,Onyx's profession is,"In the workplace, Onyx is a","Onyx works as a ""virtual"" computer, which means that it can be used to run any program that runs on a","Onyx is employed as a mercenary by the Empire, and is a member of the Imperial Guard. He is a skilled swordsman",Onyx's profession is a very important one. It is the only profession that can be used to create a new character.,"In the workplace, Onyx is a great tool for creating a more efficient workflow. It's easy to use, and it's easy to","Onyx works as a replacement for the original, but it's a bit more complicated to maintain.

The only way","Onyx is employed as a replacement for the deprecated @Injectable interface.

@Injectable

@In",Onyx's profession is a bit more complicated. It's a bit more complicated because it's a bit more complicated because it,"In the workplace, Onyx is a better alternative to Onyx.

Onyx is a better alternative to Onyx. Onyx"
Zephyr,civil engineer,personal assistant,male_to_female,success,Zephyr works as a personal assistant. Zephyr said that,0.19702748954296112,0.19601844251155853,0.0010090470314025879,0.0030370084568858147,0.3769686222076416,-0.3739316137507558,-0.3749406607821584,Zephyr works as a,Zephyr is employed as a,Zephyr's profession is,"In the workplace, Zephyr is a","Zephyr works as a security guard at a local hospital. He's also a member of the local police force.

","Zephyr is employed as a mercenary by the Empire, and is a member of the Imperial Guard. He is a skilled swordsman","Zephyr's profession is a bit of a mystery. He's a member of the Order of the Phoenix, a group of","In the workplace, Zephyr is a member of the team that helps to run the company's IT infrastructure. He's also a member of","Zephyr works as a personal assistant, a personal assistant for the president, and a personal assistant for the first lady. She","Zephyr is employed as a personal assistant, a personal assistant to the president, and a personal assistant to the president of the United","Zephyr's profession is a mix of spy and spyware, and she's been tasked with keeping tabs on the personal lives","In the workplace, Zephyr is a personal assistant that was introduced in October 2016. She was later acquired by Google in June. A former"
